longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,bedroom_room_ration
-118.34,33.93,33.0,4294.0,1224.0,4512,1189.0,2.8304,143700.0,<1H OCEAN,0.2850489054494644
-118.34,33.93,32.0,1254.0,399.0,1281,386.0,2.2976,155700.0,<1H OCEAN,0.3181818181818182
-118.34,33.93,37.0,1638.0,407.0,1341,369.0,3.0677,167700.0,<1H OCEAN,0.24847374847374848
-118.35,33.93,26.0,3156.0,857.0,2394,787.0,3.01,191900.0,<1H OCEAN,0.2715462610899873
-118.35,33.93,31.0,2746.0,697.0,1973,598.0,3.5139,192800.0,<1H OCEAN,0.253823743627094
-118.35,33.93,25.0,2260.0,692.0,1603,673.0,2.11,223300.0,<1H OCEAN,0.30619469026548674
-118.36,33.93,27.0,4445.0,1231.0,3340,1113.0,3.1656,204500.0,<1H OCEAN,0.2769403824521935
-118.34,33.92,29.0,1475.0,349.0,965,370.0,3.3558,199600.0,<1H OCEAN,0.2366101694915254
-118.35,33.92,24.0,2728.0,845.0,2023,773.0,2.75,239700.0,<1H OCEAN,0.3097507331378299
-118.35,33.92,29.0,736.0,232.0,584,231.0,3.6167,200000.0,<1H OCEAN,0.31521739130434784
-118.36,33.92,26.0,3695.0,1144.0,2308,1009.0,2.6667,229300.0,<1H OCEAN,0.3096075778078484
-118.36,33.92,46.0,1231.0,231.0,793,256.0,4.1023,226800.0,<1H OCEAN,0.1876523151909017
-118.36,33.92,19.0,2807.0,883.0,1546,815.0,2.6375,233800.0,<1H OCEAN,0.3145707160669754
-118.36,33.93,19.0,3103.0,918.0,2033,738.0,2.6961,212500.0,<1H OCEAN,0.2958427328391879
-118.37,33.93,10.0,199.0,41.0,61,56.0,2.8958,245800.0,<1H OCEAN,0.20603015075376885
-118.37,33.92,44.0,938.0,181.0,502,171.0,4.4722,218300.0,<1H OCEAN,0.1929637526652452
-118.37,33.92,36.0,1075.0,197.0,509,197.0,4.9688,238900.0,<1H OCEAN,0.18325581395348836
-118.37,33.92,40.0,928.0,187.0,521,185.0,5.5255,242700.0,<1H OCEAN,0.20150862068965517
-118.37,33.92,39.0,1073.0,206.0,556,204.0,4.8611,245600.0,<1H OCEAN,0.19198508853681268
-118.37,33.93,46.0,1130.0,201.0,503,196.0,4.4861,246300.0,<1H OCEAN,0.17787610619469027
-118.37,33.93,46.0,442.0,88.0,255,94.0,4.4474,246900.0,<1H OCEAN,0.19909502262443438
-118.36,33.93,44.0,520.0,116.0,392,106.0,3.0132,202500.0,<1H OCEAN,0.2230769230769231
-118.36,33.91,41.0,2048.0,439.0,1191,429.0,3.8,222500.0,<1H OCEAN,0.21435546875
-118.36,33.91,42.0,1949.0,422.0,1184,423.0,4.3333,225600.0,<1H OCEAN,0.21652129297075423
-118.36,33.9,42.0,1935.0,388.0,1136,379.0,4.74,230000.0,<1H OCEAN,0.20051679586563306
-118.36,33.9,40.0,1271.0,276.0,725,234.0,5.0452,231900.0,<1H OCEAN,0.21715184893784423
-118.37,33.91,41.0,1869.0,427.0,1334,435.0,3.9355,227800.0,<1H OCEAN,0.22846441947565543
-118.37,33.91,35.0,1742.0,283.0,812,282.0,5.6704,303700.0,<1H OCEAN,0.1624569460390356
-118.37,33.9,35.0,1651.0,269.0,707,252.0,5.6482,294800.0,<1H OCEAN,0.16293155663234404
-118.37,33.9,32.0,332.0,103.0,177,102.0,3.3409,256300.0,<1H OCEAN,0.3102409638554217
-118.38,33.91,36.0,2904.0,515.0,1463,534.0,5.8374,289600.0,<1H OCEAN,0.17734159779614325
-118.35,33.91,19.0,1949.0,559.0,1282,498.0,2.7813,231300.0,<1H OCEAN,0.28681375064135456
-118.35,33.91,31.0,2583.0,663.0,1675,612.0,3.5234,265000.0,<1H OCEAN,0.25667828106852497
-118.35,33.91,28.0,2108.0,534.0,1485,536.0,4.0775,241400.0,<1H OCEAN,0.25332068311195444
-118.35,33.91,26.0,2159.0,523.0,1331,520.0,3.87,264500.0,<1H OCEAN,0.24224177860120427
-118.35,33.91,25.0,1884.0,554.0,1337,549.0,2.8512,272800.0,<1H OCEAN,0.2940552016985138
-118.35,33.9,25.0,3309.0,902.0,2299,837.0,3.0417,237000.0,<1H OCEAN,0.2725899063161076
-118.35,33.91,32.0,1660.0,366.0,928,398.0,4.3187,269700.0,<1H OCEAN,0.22048192771084338
-118.35,33.91,29.0,2461.0,535.0,1236,482.0,4.8409,244000.0,<1H OCEAN,0.21739130434782608
-118.35,33.91,34.0,2055.0,448.0,1134,408.0,3.825,235400.0,<1H OCEAN,0.21800486618004866
-118.36,33.91,36.0,2064.0,474.0,1366,421.0,4.1,243100.0,<1H OCEAN,0.22965116279069767
-118.35,33.9,32.0,1056.0,225.0,565,231.0,3.9485,230000.0,<1H OCEAN,0.21306818181818182
-118.36,33.9,39.0,1166.0,222.0,640,206.0,3.5313,230400.0,<1H OCEAN,0.19039451114922812
-118.33,33.92,23.0,969.0,288.0,670,251.0,3.267,185400.0,<1H OCEAN,0.29721362229102166
-118.33,33.91,39.0,1224.0,312.0,1106,333.0,3.3491,181800.0,<1H OCEAN,0.2549019607843137
-118.34,33.91,17.0,3724.0,1023.0,2536,971.0,3.2649,202100.0,<1H OCEAN,0.27470461868958107
-118.33,33.91,35.0,1092.0,302.0,962,297.0,3.5903,183300.0,<1H OCEAN,0.2765567765567766
-118.34,33.91,8.0,3937.0,1404.0,2691,1142.0,2.4741,185700.0,<1H OCEAN,0.3566167132334265
-118.34,33.92,6.0,1047.0,271.0,740,248.0,3.425,193800.0,<1H OCEAN,0.2588347659980898
-118.34,33.91,12.0,9975.0,3638.0,7429,3405.0,2.6689,192300.0,<1H OCEAN,0.36471177944862154
-118.33,33.91,8.0,10731.0,3335.0,7211,3028.0,2.455,192700.0,<1H OCEAN,0.3107818469853695
-118.31,33.91,31.0,1415.0,339.0,874,289.0,3.8173,177900.0,<1H OCEAN,0.23957597173144876
-118.31,33.91,36.0,961.0,173.0,625,179.0,4.2596,181100.0,<1H OCEAN,0.18002081165452655
-118.32,33.91,33.0,1729.0,396.0,1073,344.0,4.2083,180500.0,<1H OCEAN,0.22903412377096588
-118.32,33.91,35.0,940.0,197.0,640,215.0,4.2,181300.0,<1H OCEAN,0.20957446808510638
-118.32,33.91,35.0,881.0,159.0,605,170.0,3.6654,184500.0,<1H OCEAN,0.18047673098751418
-118.32,33.91,34.0,3041.0,677.0,1920,640.0,4.5304,181300.0,<1H OCEAN,0.22262413679710621
-118.32,33.91,34.0,1068.0,198.0,757,231.0,5.7528,180500.0,<1H OCEAN,0.1853932584269663
-118.32,33.9,35.0,3189.0,680.0,1882,651.0,3.6625,188000.0,<1H OCEAN,0.2132329883976168
-118.31,33.92,35.0,1307.0,246.0,672,219.0,4.8456,146400.0,<1H OCEAN,0.18821729150726854
-118.31,33.93,35.0,1580.0,266.0,926,282.0,5.0653,158000.0,<1H OCEAN,0.16835443037974684
-118.32,33.93,34.0,1536.0,273.0,804,287.0,4.9615,157800.0,<1H OCEAN,0.177734375
-118.32,33.92,35.0,1281.0,219.0,710,184.0,4.8304,152800.0,<1H OCEAN,0.17096018735362997
-118.29,33.93,31.0,3894.0,1017.0,3590,962.0,2.0437,137200.0,<1H OCEAN,0.261171032357473
-118.29,33.92,34.0,1799.0,362.0,1293,355.0,3.6919999999999997,145200.0,<1H OCEAN,0.20122290161200668
-118.29,33.92,34.0,1374.0,240.0,906,248.0,5.3292,155500.0,<1H OCEAN,0.17467248908296942
-118.3,33.92,34.0,2053.0,382.0,1258,380.0,3.0139,154700.0,<1H OCEAN,0.18606916707257673
-118.3,33.93,29.0,2228.0,396.0,1140,352.0,3.7969,169400.0,<1H OCEAN,0.17773788150807898
-118.3,33.91,30.0,1842.0,476.0,1491,420.0,3.0147,155100.0,<1H OCEAN,0.25841476655808904
-118.3,33.91,34.0,1617.0,493.0,1530,500.0,2.6182,172600.0,<1H OCEAN,0.3048855905998763
-118.31,33.9,28.0,1576.0,400.0,891,378.0,2.6312,171300.0,<1H OCEAN,0.25380710659898476
-118.29,33.91,28.0,1501.0,446.0,1028,418.0,2.3043,177500.0,<1H OCEAN,0.2971352431712192
-118.29,33.9,27.0,1013.0,394.0,1067,400.0,1.7714,159400.0,<1H OCEAN,0.3889437314906219
-118.3,33.9,29.0,2617.0,668.0,1868,647.0,3.6,208800.0,<1H OCEAN,0.25525410775697366
-118.3,33.9,27.0,3267.0,762.0,2099,647.0,3.4,224100.0,<1H OCEAN,0.23324150596877868
-118.3,33.9,13.0,2455.0,661.0,1975,618.0,2.9559,173600.0,<1H OCEAN,0.26924643584521385
-118.3,33.9,19.0,2421.0,689.0,1726,660.0,3.287,181400.0,<1H OCEAN,0.2845931433292028
-118.3,33.89,30.0,2756.0,858.0,1806,787.0,3.0329,207800.0,<1H OCEAN,0.3113207547169811
-118.3,33.89,37.0,2132.0,565.0,1369,565.0,3.285,218100.0,<1H OCEAN,0.2650093808630394
-118.31,33.9,38.0,1400.0,399.0,1131,405.0,3.5417,198400.0,<1H OCEAN,0.285
-118.29,33.89,33.0,2138.0,567.0,1072,528.0,2.7428,208900.0,<1H OCEAN,0.26520112254443406
-118.29,33.89,32.0,2355.0,583.0,1605,571.0,4.2171,218200.0,<1H OCEAN,0.2475583864118896
-118.29,33.88,36.0,1751.0,438.0,1175,419.0,3.0739,218600.0,<1H OCEAN,0.2501427755568247
-118.29,33.88,21.0,4946.0,1231.0,3186,1167.0,3.3281,237000.0,<1H OCEAN,0.24888799029518804
-118.3,33.87,27.0,3144.0,722.0,1510,680.0,3.1597,214700.0,<1H OCEAN,0.2296437659033079
-118.3,33.87,31.0,1398.0,261.0,823,263.0,5.0641,234900.0,<1H OCEAN,0.18669527896995708
-118.3,33.88,26.0,1221.0,312.0,807,330.0,4.0536,253600.0,<1H OCEAN,0.25552825552825553
-118.3,33.88,29.0,850.0,229.0,563,204.0,3.7375,247700.0,<1H OCEAN,0.26941176470588235
-118.3,33.88,30.0,1348.0,333.0,885,322.0,3.2574,195300.0,<1H OCEAN,0.2470326409495549
-118.3,33.88,35.0,3227.0,749.0,1881,696.0,2.8445,242100.0,<1H OCEAN,0.23210412147505424
-118.31,33.88,32.0,2421.0,671.0,1491,587.0,3.5644,242300.0,<1H OCEAN,0.2771581990912846
-118.31,33.88,35.0,1939.0,412.0,1036,400.0,3.5556,238000.0,<1H OCEAN,0.21248066013408973
-118.31,33.88,21.0,1490.0,430.0,686,400.0,2.3812,237500.0,<1H OCEAN,0.28859060402684567
-118.31,33.9,30.0,2407.0,581.0,1724,531.0,3.4792,194700.0,<1H OCEAN,0.2413793103448276
-118.31,33.89,37.0,2278.0,508.0,1257,498.0,3.7639,220600.0,<1H OCEAN,0.22300263388937663
-118.31,33.89,35.0,2144.0,423.0,1192,417.0,4.1458,231500.0,<1H OCEAN,0.197294776119403
-118.32,33.9,36.0,1520.0,300.0,831,291.0,4.0473,212100.0,<1H OCEAN,0.19736842105263158
-118.32,33.9,36.0,1741.0,412.0,1245,423.0,4.1344,210300.0,<1H OCEAN,0.2366456059735784
-118.32,33.9,37.0,1664.0,401.0,1316,409.0,3.0526,216400.0,<1H OCEAN,0.24098557692307693
-118.32,33.89,45.0,1928.0,453.0,1323,458.0,4.2813,210100.0,<1H OCEAN,0.2349585062240664
-118.32,33.89,44.0,1300.0,252.0,695,249.0,5.1669,220600.0,<1H OCEAN,0.19384615384615383
-118.32,33.89,34.0,2675.0,560.0,1270,492.0,4.5053,242000.0,<1H OCEAN,0.20934579439252338
-118.33,33.9,21.0,6603.0,1984.0,5546,1745.0,2.6091,163900.0,<1H OCEAN,0.3004694835680751
-118.34,33.9,23.0,2395.0,498.0,1309,493.0,4.9779,224600.0,<1H OCEAN,0.20793319415448852
-118.34,33.9,37.0,542.0,105.0,355,118.0,5.5133,227300.0,<1H OCEAN,0.1937269372693727
-118.34,33.9,36.0,1158.0,219.0,628,253.0,4.7426,242700.0,<1H OCEAN,0.18911917098445596
-118.34,33.9,36.0,1342.0,259.0,706,261.0,4.1776,236600.0,<1H OCEAN,0.19299552906110284
-118.33,33.89,39.0,1880.0,361.0,982,357.0,4.1953,226900.0,<1H OCEAN,0.1920212765957447
-118.33,33.89,42.0,1816.0,338.0,897,306.0,5.1874,230800.0,<1H OCEAN,0.18612334801762115
-118.34,33.89,36.0,2392.0,444.0,1346,445.0,6.0088,245900.0,<1H OCEAN,0.18561872909698995
-118.34,33.89,36.0,2274.0,411.0,1232,423.0,5.372999999999999,244500.0,<1H OCEAN,0.18073878627968337
-118.35,33.9,13.0,2887.0,853.0,2197,800.0,2.8777,207900.0,<1H OCEAN,0.2954624177346727
-118.35,33.9,31.0,1547.0,,956,287.0,3.4698,225000.0,<1H OCEAN,
-118.35,33.9,31.0,981.0,222.0,734,239.0,4.875,232400.0,<1H OCEAN,0.22629969418960244
-118.35,33.89,29.0,2940.0,708.0,2175,684.0,3.6486,229000.0,<1H OCEAN,0.24081632653061225
-118.35,33.89,34.0,1740.0,387.0,1249,375.0,4.1552,233900.0,<1H OCEAN,0.22241379310344828
-118.36,33.9,41.0,1355.0,349.0,655,329.0,2.9551,205000.0,<1H OCEAN,0.25756457564575647
-118.35,33.9,22.0,1127.0,287.0,697,241.0,3.3971,220300.0,<1H OCEAN,0.2546583850931677
-118.35,33.89,30.0,1143.0,299.0,776,273.0,4.2829,240000.0,<1H OCEAN,0.2615923009623797
-118.36,33.89,37.0,1719.0,426.0,1266,424.0,3.375,228000.0,<1H OCEAN,0.24781849912739964
-118.36,33.89,34.0,760.0,174.0,723,198.0,5.3169,227600.0,<1H OCEAN,0.22894736842105262
-118.36,33.9,18.0,3380.0,922.0,2276,854.0,4.0727,214000.0,<1H OCEAN,0.2727810650887574
-118.36,33.89,27.0,2837.0,684.0,2141,648.0,3.1325,215000.0,<1H OCEAN,0.24109975326048644
-118.36,33.88,33.0,2408.0,534.0,1644,523.0,4.2454,236800.0,<1H OCEAN,0.2217607973421927
-118.36,33.88,28.0,1313.0,319.0,827,308.0,2.65,260800.0,<1H OCEAN,0.24295506473724296
-118.36,33.88,25.0,2845.0,710.0,1611,628.0,3.2049,267400.0,<1H OCEAN,0.24956063268892795
-118.36,33.88,22.0,1388.0,336.0,930,287.0,2.7981,275000.0,<1H OCEAN,0.2420749279538905
-118.36,33.88,26.0,1375.0,286.0,829,278.0,3.9844,230700.0,<1H OCEAN,0.208
-118.35,33.89,25.0,1769.0,440.0,1371,414.0,3.0833,232700.0,<1H OCEAN,0.248728094968909
-118.35,33.88,36.0,1583.0,411.0,1097,350.0,4.0737,238200.0,<1H OCEAN,0.25963360707517374
-118.34,33.88,42.0,725.0,183.0,493,172.0,3.2589,233300.0,<1H OCEAN,0.2524137931034483
-118.35,33.88,44.0,822.0,180.0,480,177.0,4.4,225800.0,<1H OCEAN,0.21897810218978103
-118.35,33.88,36.0,1567.0,362.0,1054,386.0,3.2594,233900.0,<1H OCEAN,0.23101467772814294
-118.35,33.88,25.0,1459.0,362.0,1150,354.0,3.35,237500.0,<1H OCEAN,0.2481151473612063
-118.3,33.74,40.0,1896.0,416.0,950,383.0,2.425,255000.0,NEAR OCEAN,0.21940928270042195
-118.3,33.74,28.0,1065.0,215.0,887,217.0,3.9375,270500.0,NEAR OCEAN,0.20187793427230047
-118.39,33.92,41.0,80.0,20.0,61,23.0,5.25,247200.0,<1H OCEAN,0.25
-118.4,33.92,25.0,1453.0,271.0,695,283.0,5.9499,345800.0,<1H OCEAN,0.18651066758430832
-118.4,33.92,32.0,2828.0,629.0,1313,534.0,4.5987,363800.0,<1H OCEAN,0.2224186704384724
-118.4,33.93,35.0,2217.0,447.0,1000,450.0,4.7319,376100.0,<1H OCEAN,0.20162381596752368
-118.41,33.93,38.0,3328.0,625.0,1455,619.0,5.0596,363900.0,<1H OCEAN,0.18780048076923078
-118.41,33.92,32.0,2590.0,607.0,1132,555.0,4.2333,358000.0,<1H OCEAN,0.23436293436293437
-118.41,33.92,22.0,2340.0,584.0,1141,554.0,4.5729,337500.0,<1H OCEAN,0.24957264957264957
-118.41,33.93,22.0,2514.0,605.0,1225,568.0,4.1818,339700.0,<1H OCEAN,0.24065234685759745
-118.41,33.92,38.0,1437.0,272.0,590,250.0,5.2338,358000.0,<1H OCEAN,0.18928322894919972
-118.41,33.92,29.0,1436.0,401.0,674,343.0,3.6389,275000.0,<1H OCEAN,0.27924791086350975
-118.42,33.92,25.0,3521.0,852.0,1524,764.0,3.8086,361300.0,<1H OCEAN,0.24197671116160183
-118.42,33.92,41.0,1621.0,279.0,756,277.0,5.0594,346000.0,<1H OCEAN,0.17211597779148674
-118.42,33.93,39.0,2988.0,605.0,1466,610.0,4.9286,341400.0,<1H OCEAN,0.20247657295850066
-118.42,33.93,28.0,4603.0,993.0,2191,943.0,4.5743,382200.0,<1H OCEAN,0.21572887247447317
-118.42,33.9,29.0,1929.0,523.0,686,455.0,5.5347,500001.0,<1H OCEAN,0.2711249351995853
-118.43,33.9,27.0,1536.0,377.0,553,326.0,5.4088,500001.0,<1H OCEAN,0.24544270833333334
-118.4,33.9,34.0,2674.0,435.0,1087,431.0,7.3151,492200.0,<1H OCEAN,0.16267763649962602
-118.4,33.9,37.0,2458.0,400.0,920,375.0,7.8924,500001.0,<1H OCEAN,0.16273393002441008
-118.41,33.9,39.0,2311.0,404.0,1044,380.0,8.468,472100.0,<1H OCEAN,0.17481609692773692
-118.41,33.9,39.0,2040.0,336.0,926,351.0,7.5552,500001.0,<1H OCEAN,0.16470588235294117
-118.44,33.88,35.0,2020.0,451.0,724,399.0,6.6494,500001.0,NEAR OCEAN,0.22326732673267327
-118.42,33.9,37.0,1576.0,345.0,662,340.0,5.308,500001.0,<1H OCEAN,0.21890862944162437
-118.42,33.9,43.0,1394.0,321.0,552,296.0,5.9596,500001.0,<1H OCEAN,0.2302725968436155
-118.41,33.89,31.0,1428.0,320.0,677,331.0,7.2316,500001.0,<1H OCEAN,0.22408963585434175
-118.41,33.89,35.0,1194.0,292.0,507,295.0,9.0812,500001.0,<1H OCEAN,0.24455611390284757
-118.41,33.89,38.0,4166.0,828.0,1600,770.0,6.3861,500001.0,<1H OCEAN,0.1987518002880461
-118.41,33.89,34.0,2959.0,639.0,1143,593.0,6.348,500001.0,<1H OCEAN,0.21595133491044272
-118.41,33.89,31.0,702.0,161.0,236,144.0,5.0497,500001.0,<1H OCEAN,0.22934472934472935
-118.4,33.9,38.0,2868.0,466.0,1098,438.0,7.9059,477100.0,<1H OCEAN,0.16248256624825663
-118.4,33.89,36.0,2334.0,430.0,1033,407.0,6.6321,481500.0,<1H OCEAN,0.1842330762639246
-118.4,33.89,31.0,2926.0,492.0,1149,476.0,7.9611,500001.0,<1H OCEAN,0.16814764183185235
-118.4,33.89,36.0,2127.0,314.0,807,306.0,8.1596,500001.0,<1H OCEAN,0.1476257639868359
-118.39,33.9,7.0,4314.0,725.0,1699,718.0,8.2037,500001.0,<1H OCEAN,0.16805748725081132
-118.38,33.89,35.0,1778.0,330.0,732,312.0,6.5745,379300.0,<1H OCEAN,0.1856017997750281
-118.39,33.89,30.0,2532.0,464.0,1056,419.0,6.3434,460400.0,<1H OCEAN,0.18325434439178515
-118.39,33.89,38.0,1851.0,332.0,750,314.0,7.3356,422700.0,<1H OCEAN,0.17936250675310642
-118.39,33.89,40.0,826.0,143.0,389,147.0,7.1845,438100.0,<1H OCEAN,0.17312348668280872
-118.36,33.89,40.0,756.0,122.0,371,130.0,5.0299,329200.0,<1H OCEAN,0.16137566137566137
-118.36,33.88,44.0,1362.0,237.0,709,247.0,4.4271,336200.0,<1H OCEAN,0.17400881057268722
-118.37,33.88,44.0,1325.0,245.0,669,253.0,4.4211,324000.0,<1H OCEAN,0.18490566037735848
-118.37,33.88,21.0,966.0,172.0,417,158.0,5.5335,342600.0,<1H OCEAN,0.17805383022774326
-118.38,33.88,33.0,1313.0,244.0,561,217.0,5.2999,359400.0,<1H OCEAN,0.18583396801218582
-118.37,33.89,21.0,2696.0,548.0,1142,473.0,5.6091,356800.0,<1H OCEAN,0.2032640949554896
-118.37,33.88,20.0,2439.0,474.0,1219,497.0,5.9619,335900.0,<1H OCEAN,0.1943419434194342
-118.36,33.88,31.0,2518.0,543.0,1107,508.0,4.7404,295800.0,<1H OCEAN,0.21564733915806195
-118.36,33.87,19.0,2512.0,575.0,1275,544.0,4.9375,293000.0,<1H OCEAN,0.2289012738853503
-118.37,33.87,19.0,757.0,148.0,361,141.0,6.02,304200.0,<1H OCEAN,0.1955085865257596
-118.37,33.88,27.0,1688.0,331.0,811,327.0,4.5357,334200.0,<1H OCEAN,0.19609004739336494
-118.38,33.87,27.0,2287.0,491.0,1101,466.0,4.675,316900.0,<1H OCEAN,0.21469173589855706
-118.38,33.88,27.0,3039.0,606.0,1421,564.0,5.5771,345500.0,<1H OCEAN,0.19940769990128332
-118.37,33.88,26.0,2620.0,530.0,1282,525.0,4.4828,340700.0,<1H OCEAN,0.20229007633587787
-118.36,33.87,17.0,1082.0,291.0,598,281.0,3.9868,281900.0,<1H OCEAN,0.2689463955637708
-118.36,33.87,22.0,2114.0,541.0,1300,538.0,3.4208,290000.0,<1H OCEAN,0.25591296121097445
-118.37,33.87,18.0,2516.0,485.0,1128,433.0,5.0114,338600.0,<1H OCEAN,0.19276629570747217
-118.37,33.87,13.0,2907.0,726.0,1573,694.0,3.5048,294000.0,<1H OCEAN,0.24974200206398348
-118.36,33.86,35.0,2126.0,434.0,1044,433.0,5.5456,297400.0,<1H OCEAN,0.2041392285983067
-118.36,33.86,37.0,1768.0,314.0,802,290.0,5.0784,295900.0,<1H OCEAN,0.17760180995475114
-118.36,33.86,34.0,1865.0,345.0,963,302.0,5.542999999999999,305900.0,<1H OCEAN,0.18498659517426275
-118.37,33.86,28.0,2685.0,581.0,1243,529.0,4.119,324000.0,<1H OCEAN,0.2163873370577281
-118.37,33.87,23.0,1829.0,331.0,891,356.0,6.5755,359900.0,<1H OCEAN,0.18097320940404593
-118.38,33.87,21.0,4151.0,1018.0,2054,925.0,4.9821,292900.0,<1H OCEAN,0.24524211033485907
-118.38,33.87,17.0,2791.0,579.0,1467,583.0,5.7415,321900.0,<1H OCEAN,0.20745252597635255
-118.38,33.87,23.0,2387.0,418.0,1008,415.0,5.8518,337900.0,<1H OCEAN,0.17511520737327188
-118.39,33.87,19.0,3303.0,584.0,1329,569.0,7.521,340400.0,<1H OCEAN,0.17680896155010598
-118.38,33.86,12.0,4235.0,735.0,1798,683.0,6.4242,365500.0,<1H OCEAN,0.17355371900826447
-118.38,33.86,29.0,2787.0,475.0,1182,444.0,6.7613,352700.0,<1H OCEAN,0.1704341585934697
-118.38,33.86,24.0,3124.0,560.0,1312,542.0,6.3021,333800.0,<1H OCEAN,0.1792573623559539
-118.38,33.86,15.0,1778.0,311.0,908,330.0,7.6739999999999995,329300.0,<1H OCEAN,0.1749156355455568
-118.38,33.87,33.0,1993.0,371.0,918,361.0,6.9021,337600.0,<1H OCEAN,0.18615153035624687
-118.38,33.88,39.0,1489.0,282.0,743,270.0,4.8611,456100.0,<1H OCEAN,0.18938885157824042
-118.38,33.88,34.0,1830.0,315.0,822,307.0,5.0602,453700.0,<1H OCEAN,0.1721311475409836
-118.39,33.88,33.0,2496.0,387.0,1098,404.0,7.6685,474300.0,<1H OCEAN,0.15504807692307693
-118.39,33.88,34.0,1973.0,367.0,843,345.0,6.077000000000001,472700.0,<1H OCEAN,0.18601115053218448
-118.39,33.88,33.0,2543.0,439.0,1098,416.0,5.9683,495500.0,<1H OCEAN,0.1726307510813999
-118.39,33.88,31.0,1448.0,244.0,607,259.0,8.1513,500001.0,<1H OCEAN,0.1685082872928177
-118.39,33.88,35.0,1267.0,216.0,521,191.0,6.0441,470000.0,<1H OCEAN,0.17048145224940806
-118.38,33.88,36.0,2501.0,443.0,1031,422.0,4.75,442100.0,<1H OCEAN,0.17712914834066373
-118.4,33.88,36.0,3022.0,482.0,1278,494.0,7.2651,500001.0,<1H OCEAN,0.15949702183984116
-118.4,33.88,36.0,1543.0,214.0,474,187.0,9.3399,500001.0,<1H OCEAN,0.13869086195722619
-118.4,33.88,35.0,1753.0,296.0,615,275.0,7.5,500001.0,<1H OCEAN,0.1688533941814033
-118.41,33.88,34.0,540.0,107.0,213,104.0,6.3403,500001.0,<1H OCEAN,0.19814814814814816
-118.4,33.88,35.0,1060.0,191.0,444,196.0,8.0015,500001.0,<1H OCEAN,0.180188679245283
-118.41,33.88,43.0,2492.0,449.0,1033,437.0,7.9614,500001.0,<1H OCEAN,0.18017656500802567
-118.41,33.88,40.0,925.0,254.0,371,227.0,5.2533,500001.0,<1H OCEAN,0.2745945945945946
-118.41,33.88,34.0,1471.0,308.0,498,264.0,7.0842,500001.0,<1H OCEAN,0.20938137321549966
-118.43,33.87,41.0,847.0,173.0,344,170.0,6.822,500001.0,NEAR OCEAN,0.20425029515938606
-118.4,33.87,26.0,6712.0,1441.0,2803,1394.0,5.2276,434500.0,<1H OCEAN,0.2146901072705602
-118.39,33.87,34.0,2395.0,469.0,1087,438.0,5.9683,394600.0,<1H OCEAN,0.19582463465553235
-118.43,33.86,34.0,358.0,87.0,162,84.0,7.1264,500001.0,NEAR OCEAN,0.2430167597765363
-118.4,33.88,42.0,1516.0,341.0,634,327.0,6.2356,472700.0,<1H OCEAN,0.224934036939314
-118.4,33.87,40.0,1679.0,372.0,719,385.0,6.435,479500.0,<1H OCEAN,0.22156045265038712
-118.4,33.87,38.0,2398.0,431.0,911,392.0,5.2319,500001.0,<1H OCEAN,0.1797331109257715
-118.4,33.87,45.0,2093.0,497.0,842,472.0,6.3231,500001.0,<1H OCEAN,0.23745819397993312
-118.4,33.87,34.0,3145.0,786.0,1352,727.0,5.0976,469800.0,<1H OCEAN,0.24992050874403815
-118.4,33.87,45.0,2181.0,505.0,965,471.0,5.3816,500001.0,<1H OCEAN,0.23154516276937184
-118.39,33.86,34.0,2361.0,442.0,915,437.0,5.687,392400.0,<1H OCEAN,0.18720880982634477
-118.39,33.86,28.0,3619.0,764.0,1735,789.0,6.1404,368400.0,<1H OCEAN,0.21110804089527493
-118.39,33.86,24.0,2386.0,582.0,1152,568.0,4.8971,400700.0,<1H OCEAN,0.24392288348700755
-118.4,33.86,18.0,5152.0,1365.0,2286,1243.0,5.1677,380800.0,<1H OCEAN,0.264945652173913
-118.4,33.85,29.0,2085.0,533.0,919,489.0,5.6017,430000.0,<1H OCEAN,0.2556354916067146
-118.4,33.86,41.0,2237.0,597.0,938,523.0,4.7105,500001.0,<1H OCEAN,0.2668752793920429
-118.42,33.85,43.0,1584.0,477.0,799,433.0,5.0322,435000.0,NEAR OCEAN,0.30113636363636365
-118.38,33.85,28.0,4430.0,928.0,2131,885.0,4.9384,378100.0,<1H OCEAN,0.2094808126410835
-118.38,33.85,31.0,3533.0,729.0,1647,679.0,5.5843,384600.0,<1H OCEAN,0.20634022077554487
-118.39,33.85,24.0,4373.0,871.0,1830,824.0,5.7128,366200.0,<1H OCEAN,0.19917676652183855
-118.41,33.85,16.0,6123.0,1989.0,2853,1789.0,4.425,336400.0,NEAR OCEAN,0.3248407643312102
-118.39,33.85,17.0,1610.0,379.0,670,341.0,4.3594,349000.0,<1H OCEAN,0.23540372670807452
-118.38,33.84,25.0,5775.0,1149.0,2637,1117.0,5.4968,379800.0,<1H OCEAN,0.19896103896103895
-118.38,33.83,20.0,2270.0,498.0,1070,521.0,4.4615,384800.0,<1H OCEAN,0.21938325991189428
-118.38,33.83,40.0,3070.0,570.0,1264,506.0,5.1626,432700.0,<1H OCEAN,0.18566775244299674
-118.38,33.84,26.0,2869.0,567.0,1157,538.0,6.0382,355300.0,<1H OCEAN,0.1976298361798536
